"","filename","id","pmid","year","mr","trait","category","subcategory","population","sex","ncase","ncontrol","sample_size","group_name","access","build","author","chr_col","pos_col","oa_col","ea_col","eaf_col","beta_col","se_col","pval_col","delimiter","header","nsnpfiles","nsnp"
"987","100011_CSA.gz","ukb-e-100011_CSA",NA,2020,1,"Iron","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100011_CSA.nsnp",9797409
"988","100012_CSA.gz","ukb-e-100012_CSA",NA,2020,1,"Vitamin B6","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100012_CSA.nsnp",9797409
"989","100013_CSA.gz","ukb-e-100013_CSA",NA,2020,1,"Vitamin B12","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100013_CSA.nsnp",9797409
"990","100014_CSA.gz","ukb-e-100014_CSA",NA,2020,1,"Folate","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100014_CSA.nsnp",9797409
"991","100015_CSA.gz","ukb-e-100015_CSA",NA,2020,1,"Vitamin C","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100015_CSA.nsnp",9797409
"992","100016_CSA.gz","ukb-e-100016_CSA",NA,2020,1,"Potassium","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100016_CSA.nsnp",9797409
"993","100017_CSA.gz","ukb-e-100017_CSA",NA,2020,1,"Magnesium","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100017_CSA.nsnp",9797409
"994","100018_CSA.gz","ukb-e-100018_CSA",NA,2020,1,"Retinol","Continuous","NA","South Asian","Males and Females",1447,0,1447,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100018_CSA.nsnp",9798678
"995","100019_CSA.gz","ukb-e-100019_CSA",NA,2020,1,"Carotene","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100019_CSA.nsnp",9797409
"996","100021_CSA.gz","ukb-e-100021_CSA",NA,2020,1,"Vitamin D","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100021_CSA.nsnp",9797409
"997","100022_CSA.gz","ukb-e-100022_CSA",NA,2020,1,"Alcohol","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100022_CSA.nsnp",9797409
"998","100023_CSA.gz","ukb-e-100023_CSA",NA,2020,1,"Starch","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100023_CSA.nsnp",9797409
"999","100024_CSA.gz","ukb-e-100024_CSA",NA,2020,1,"Calcium","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100024_CSA.nsnp",9797409
"1000","100025_CSA.gz","ukb-e-100025_CSA",NA,2020,1,"Vitamin E","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100025_CSA.nsnp",9797409
"1001","100150_CSA.gz","ukb-e-100150_CSA",NA,2020,1,"Drinking water intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100150_CSA.nsnp",9797409
"1002","100160_CSA.gz","ukb-e-100160_CSA",NA,2020,1,"Low calorie drink intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100160_CSA.nsnp",9797409
"1003","100170_CSA.gz","ukb-e-100170_CSA",NA,2020,1,"Fizzy drink intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100170_CSA.nsnp",9797409
"1004","100180_CSA.gz","ukb-e-100180_CSA",NA,2020,1,"Squash intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100180_CSA.nsnp",9797409
"1005","100190_CSA.gz","ukb-e-100190_CSA",NA,2020,1,"Orange juice intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100190_CSA.nsnp",9797409
"1006","100200_CSA.gz","ukb-e-100200_CSA",NA,2020,1,"Grapefruit juice intake","Continuous","NA","South Asian","Males and Females",1468,0,1468,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100200_CSA.nsnp",9797233
"1007","100210_CSA.gz","ukb-e-100210_CSA",NA,2020,1,"Pure fruit/vegetable juice intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100210_CSA.nsnp",9797409
"1008","100220_CSA.gz","ukb-e-100220_CSA",NA,2020,1,"Fruit smoothie intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100220_CSA.nsnp",9797409
"1009","100230_CSA.gz","ukb-e-100230_CSA",NA,2020,1,"Dairy smoothie intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100230_CSA.nsnp",9797409
"1010","100250_CSA.gz","ukb-e-100250_CSA",NA,2020,1,"Instant coffee intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100250_CSA.nsnp",9797409
"1011","100270_CSA.gz","ukb-e-100270_CSA",NA,2020,1,"Filtered coffee intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100270_CSA.nsnp",9797409
"1012","100290_CSA.gz","ukb-e-100290_CSA",NA,2020,1,"Cappuccino intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100290_CSA.nsnp",9797409
"1013","100300_CSA.gz","ukb-e-100300_CSA",NA,2020,1,"Latte intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100300_CSA.nsnp",9797409
"1014","100370_CSA.gz","ukb-e-100370_CSA",NA,2020,1,"Intake of sugar added to coffee","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100370_CSA.nsnp",9797409
"1015","100380_CSA.gz","ukb-e-100380_CSA",NA,2020,1,"Intake of artificial sweetener added to coffee","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100380_CSA.nsnp",9797409
"1016","100400_CSA.gz","ukb-e-100400_CSA",NA,2020,1,"Standard tea intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100400_CSA.nsnp",9797409
"1017","100410_CSA.gz","ukb-e-100410_CSA",NA,2020,1,"Rooibos tea intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100410_CSA.nsnp",9797409
"1018","100420_CSA.gz","ukb-e-100420_CSA",NA,2020,1,"Green tea intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100420_CSA.nsnp",9797409
"1019","100440_CSA.gz","ukb-e-100440_CSA",NA,2020,1,"Other tea intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100440_CSA.nsnp",9797409
"1020","100490_CSA.gz","ukb-e-100490_CSA",NA,2020,1,"Intake of sugar added to tea","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100490_CSA.nsnp",9797409
"1021","100500_CSA.gz","ukb-e-100500_CSA",NA,2020,1,"Intake of artificial sweetener added to tea","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100500_CSA.nsnp",9797409
"1022","100520_CSA.gz","ukb-e-100520_CSA",NA,2020,1,"Milk intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100520_CSA.nsnp",9797409
"1023","100530_CSA.gz","ukb-e-100530_CSA",NA,2020,1,"Flavoured milk intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100530_CSA.nsnp",9797409
"1024","100550_CSA.gz","ukb-e-100550_CSA",NA,2020,1,"Hot chocolate intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100550_CSA.nsnp",9797409
"1025","100560_CSA.gz","ukb-e-100560_CSA",NA,2020,1,"Other drink intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100560_CSA.nsnp",9797409
"1026","100590_CSA.gz","ukb-e-100590_CSA",NA,2020,1,"Red wine intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100590_CSA.nsnp",9797409
"1027","100670_CSA.gz","ukb-e-100670_CSA",NA,2020,1,"White wine intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100670_CSA.nsnp",9797409
"1028","100710_CSA.gz","ukb-e-100710_CSA",NA,2020,1,"Beer/cider intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100710_CSA.nsnp",9797409
"1029","100730_CSA.gz","ukb-e-100730_CSA",NA,2020,1,"Spirits intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100730_CSA.nsnp",9797409
"1030","100770_CSA.gz","ukb-e-100770_CSA",NA,2020,1,"Porridge intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100770_CSA.nsnp",9797409
"1031","100800_CSA.gz","ukb-e-100800_CSA",NA,2020,1,"Muesli intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100800_CSA.nsnp",9797409
"1032","100810_CSA.gz","ukb-e-100810_CSA",NA,2020,1,"Oat crunch intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100810_CSA.nsnp",9797409
"1033","100820_CSA.gz","ukb-e-100820_CSA",NA,2020,1,"Sweetened cereal intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100820_CSA.nsnp",9797409
"1034","100830_CSA.gz","ukb-e-100830_CSA",NA,2020,1,"Plain cereal intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100830_CSA.nsnp",9797409
"1035","100840_CSA.gz","ukb-e-100840_CSA",NA,2020,1,"Bran cereal intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100840_CSA.nsnp",9797409
"1036","100850_CSA.gz","ukb-e-100850_CSA",NA,2020,1,"Whole-wheat cereal intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100850_CSA.nsnp",9797409
"1037","100860_CSA.gz","ukb-e-100860_CSA",NA,2020,1,"Other cereal intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100860_CSA.nsnp",9797409
"1038","100900_CSA.gz","ukb-e-100900_CSA",NA,2020,1,"Intake of sugar added to cereal","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100900_CSA.nsnp",9797409
"1039","100910_CSA.gz","ukb-e-100910_CSA",NA,2020,1,"Intake of artificial sweetener added to cereal","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100910_CSA.nsnp",9797409
"1040","100950_CSA.gz","ukb-e-100950_CSA",NA,2020,1,"Sliced bread intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"100950_CSA.nsnp",9797409
"1041","101020_CSA.gz","ukb-e-101020_CSA",NA,2020,1,"Baguette intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101020_CSA.nsnp",9797409
"1042","101090_CSA.gz","ukb-e-101090_CSA",NA,2020,1,"Bap intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101090_CSA.nsnp",9797409
"1043","1011_p1_CSA.gz","ukb-e-1011_p1_CSA",NA,2020,1,"Frequency of light DIY in last 4 weeks","Continuous","NA","South Asian","Males and Females",2607,0,2607,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1011_p1_CSA.nsnp",9810847
"1044","101160_CSA.gz","ukb-e-101160_CSA",NA,2020,1,"Bread roll intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101160_CSA.nsnp",9797409
"1045","101230_CSA.gz","ukb-e-101230_CSA",NA,2020,1,"Naan bread intake","Continuous","NA","South Asian","Males and Females",1461,0,1461,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101230_CSA.nsnp",9796819
"1046","101240_CSA.gz","ukb-e-101240_CSA",NA,2020,1,"Garlic bread intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101240_CSA.nsnp",9797409
"1047","101250_CSA.gz","ukb-e-101250_CSA",NA,2020,1,"Crispbread intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101250_CSA.nsnp",9797409
"1048","101260_CSA.gz","ukb-e-101260_CSA",NA,2020,1,"Oatcakes intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101260_CSA.nsnp",9797409
"1049","101310_CSA.gz","ukb-e-101310_CSA",NA,2020,1,"Number of bread slices with butter/margarine","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101310_CSA.nsnp",9797409
"1050","101350_CSA.gz","ukb-e-101350_CSA",NA,2020,1,"Number of baguettes with butter/margarine","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101350_CSA.nsnp",9797409
"1051","101430_CSA.gz","ukb-e-101430_CSA",NA,2020,1,"Number of bread rolls with  butter/margarine","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101430_CSA.nsnp",9797409
"1052","101550_CSA.gz","ukb-e-101550_CSA",NA,2020,1,"Number of other bread types with  butter/margarine","Continuous","NA","South Asian","Males and Females",1468,0,1468,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101550_CSA.nsnp",9797122
"1053","101970_CSA.gz","ukb-e-101970_CSA",NA,2020,1,"Double crust pastry intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101970_CSA.nsnp",9797409
"1054","101980_CSA.gz","ukb-e-101980_CSA",NA,2020,1,"Single crust pastry intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"101980_CSA.nsnp",9797409
"1055","102_CSA.gz","ukb-e-102_CSA",NA,2020,1,"Pulse rate, automated reading","Continuous","NA","South Asian","Males and Females",8641,0,8641,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102_CSA.nsnp",9811913
"1056","102000_CSA.gz","ukb-e-102000_CSA",NA,2020,1,"Pizza intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102000_CSA.nsnp",9797409
"1057","102040_CSA.gz","ukb-e-102040_CSA",NA,2020,1,"Indian snacks intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102040_CSA.nsnp",9797409
"1058","102060_CSA.gz","ukb-e-102060_CSA",NA,2020,1,"Danish pastry intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102060_CSA.nsnp",9797409
"1059","102090_CSA.gz","ukb-e-102090_CSA",NA,2020,1,"Yogurt intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102090_CSA.nsnp",9797409
"1060","1021_CSA.gz","ukb-e-1021_CSA",NA,2020,1,"Duration of light DIY","Continuous","NA","South Asian","Males and Females",2619,0,2619,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"1021_CSA.nsnp",9811245
"1061","102120_CSA.gz","ukb-e-102120_CSA",NA,2020,1,"Ice-cream intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102120_CSA.nsnp",9797409
"1062","102140_CSA.gz","ukb-e-102140_CSA",NA,2020,1,"Milk-based pudding intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102140_CSA.nsnp",9797409
"1063","102150_CSA.gz","ukb-e-102150_CSA",NA,2020,1,"Other milk-based pudding intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102150_CSA.nsnp",9797409
"1064","102180_CSA.gz","ukb-e-102180_CSA",NA,2020,1,"Fruitcake intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102180_CSA.nsnp",9797409
"1065","102190_CSA.gz","ukb-e-102190_CSA",NA,2020,1,"Cake intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102190_CSA.nsnp",9797409
"1066","102210_CSA.gz","ukb-e-102210_CSA",NA,2020,1,"Sponge pudding intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102210_CSA.nsnp",9797409
"1067","102230_CSA.gz","ukb-e-102230_CSA",NA,2020,1,"Other dessert intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102230_CSA.nsnp",9797409
"1068","102260_CSA.gz","ukb-e-102260_CSA",NA,2020,1,"Chocolate bar intake","Continuous","NA","South Asian","Males and Females",1467,0,1467,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102260_CSA.nsnp",9797222
"1069","102280_CSA.gz","ukb-e-102280_CSA",NA,2020,1,"Milk chocolate intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102280_CSA.nsnp",9797409
"1070","102290_CSA.gz","ukb-e-102290_CSA",NA,2020,1,"Dark chocolate intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102290_CSA.nsnp",9797409
"1071","102310_CSA.gz","ukb-e-102310_CSA",NA,2020,1,"Chocolate sweet intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102310_CSA.nsnp",9797409
"1072","102330_CSA.gz","ukb-e-102330_CSA",NA,2020,1,"Sweets intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102330_CSA.nsnp",9797409
"1073","102340_CSA.gz","ukb-e-102340_CSA",NA,2020,1,"Chocolate-covered biscuits intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102340_CSA.nsnp",9797409
"1074","102350_CSA.gz","ukb-e-102350_CSA",NA,2020,1,"Chocolate biscuits intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102350_CSA.nsnp",9797409
"1075","102360_CSA.gz","ukb-e-102360_CSA",NA,2020,1,"Sweet biscuits intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102360_CSA.nsnp",9797409
"1076","102370_CSA.gz","ukb-e-102370_CSA",NA,2020,1,"Cereal bar intake","Continuous","NA","South Asian","Males and Females",1468,0,1468,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102370_CSA.nsnp",9797372
"1077","102410_CSA.gz","ukb-e-102410_CSA",NA,2020,1,"Salted peanuts intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102410_CSA.nsnp",9797409
"1078","102420_CSA.gz","ukb-e-102420_CSA",NA,2020,1,"Unsalted peanuts intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102420_CSA.nsnp",9797409
"1079","102430_CSA.gz","ukb-e-102430_CSA",NA,2020,1,"Salted nuts intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102430_CSA.nsnp",9797409
"1080","102440_CSA.gz","ukb-e-102440_CSA",NA,2020,1,"Unsalted nuts intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102440_CSA.nsnp",9797409
"1081","102460_CSA.gz","ukb-e-102460_CSA",NA,2020,1,"Crisp intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102460_CSA.nsnp",9797409
"1082","102490_CSA.gz","ukb-e-102490_CSA",NA,2020,1,"Olives intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102490_CSA.nsnp",9797409
"1083","102500_CSA.gz","ukb-e-102500_CSA",NA,2020,1,"Other savoury snack intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102500_CSA.nsnp",9797409
"1084","102530_CSA.gz","ukb-e-102530_CSA",NA,2020,1,"Powdered/instant soup intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102530_CSA.nsnp",9797409
"1085","102540_CSA.gz","ukb-e-102540_CSA",NA,2020,1,"Canned soup intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102540_CSA.nsnp",9797409
"1086","102620_CSA.gz","ukb-e-102620_CSA",NA,2020,1,"Homemade soup intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102620_CSA.nsnp",9797409
"1087","102730_CSA.gz","ukb-e-102730_CSA",NA,2020,1,"White rice intake","Continuous","NA","South Asian","Males and Females",1469,0,1469,"public","public","HG19/GRCh37","Pan-UKB team",0,1,2,3,4,5,6,7,"space",FALSE,"102730_CSA.nsnp",9797409
